state,pincode,avg_bio_rate,anomaly_count,zero_count,months_observed,zero_ratio,anomaly_ratio,risk_score
assam,781011,4.705128205128205,0,0,3,0.0,0.0,0.0350561797752809
assam,788106,4.833333333333334,0,0,2,0.0,0.0,0.03428571428571428
assam,788098,4.897368421052631,0,0,4,0.0,0.0,0.03391343150379295
assam,785609,4.905228758169935,0,0,3,0.0,0.0,0.0338682899833979
assam,781344,4.942045454545455,1,1,5,0.2,0.2,0.19365844329699752
assam,788126,4.984126984126984,0,0,3,0.0,0.0,0.033421750663129975
assam,785684,4.990625,0,0,4,0.0,0.0,0.033385498174230574
assam,786145,5.0,0,0,2,0.0,0.0,0.03333333333333333
assam,788166,5.333333333333333,0,0,3,0.0,0.0,0.03157894736842106
assam,786152,5.451993293591654,0,0,4,0.0,0.0,0.030998172332052334
assam,781372,5.486461830677322,0,0,6,0.0,0.0,0.03083345053448281
assam,783122,5.5,0,0,1,0.0,0.0,0.03076923076923077
assam,785640,5.539182095304544,0,0,7,0.0,0.0,0.030584864756038818
assam,785633,5.555555555555556,0,0,6,0.0,0.0,0.030508474576271184
assam,784510,5.583333333333333,1,1,3,0.3333333333333333,0.3333333333333333,0.2970464135021097
assam,785101,5.625,0,0,2,0.0,0.0,0.03018867924528302
assam,785682,5.666666666666667,0,0,6,0.0,0.0,0.03
assam,781028,5.683108108108108,1,0,6,0.0,0.16666666666666666,0.07992619553129107
assam,788805,5.701515151515152,0,0,3,0.0,0.0,0.029843997286909337
assam,788161,5.725882352941176,1,0,5,0.0,0.2,0.0897358754591569
assam,781125,5.761363636363637,0,0,4,0.0,0.0,0.02957983193277311
assam,786174,5.765509259259258,0,0,6,0.0,0.0,0.02956170664111952
assam,786012,5.785714285714286,0,0,2,0.0,0.0,0.02947368421052632
assam,781335,5.788888888888889,1,1,3,0.3333333333333333,0.3333333333333333,0.296126568466994
assam,785636,6.0,0,0,3,0.0,0.0,0.02857142857142857
assam,786192,6.0,0,0,1,0.0,0.0,0.02857142857142857
assam,785010,6.0085470085470085,0,0,3,0.0,0.0,0.028536585365853656
assam,783120,6.117982456140352,0,0,4,0.0,0.0,0.0280978495286216
assam,788726,6.136363636363637,0,0,3,0.0,0.0,0.02802547770700637
assam,788804,6.1875,0,0,2,0.0,0.0,0.02782608695652174
assam,788710,6.231146304675716,0,0,6,0.0,0.0,0.027658132137456333
assam,788031,6.25,0,0,3,0.0,0.0,0.027586206896551724
assam,786602,6.260803229337712,0,0,8,0.0,0.0,0.027545161834421846
assam,781034,6.3534013605442174,1,0,7,0.0,0.14285714285714285,0.07005544065075033
assam,781364,6.375,0,0,2,0.0,0.0,0.027118644067796613
assam,784144,6.388888888888889,0,0,2,0.0,0.0,0.02706766917293233
assam,784514,6.403725316828765,0,0,10,0.0,0.0,0.027013427894927083
assam,786171,6.497147667147667,0,0,7,0.0,0.0,0.026676812153026613
assam,781020,6.502525252525253,0,0,6,0.0,0.0,0.026657691013126896
assam,781355,6.571428571428571,0,0,7,0.0,0.0,0.026415094339622643
assam,786151,6.615714531426606,0,0,5,0.0,0.0,0.026261488554316283
assam,788709,6.62172102623179,1,1,6,0.16666666666666666,0.16666666666666666,0.15957412584091227
assam,788011,6.66060606060606,0,0,3,0.0,0.0,0.02610759493670886
assam,785104,6.772727272727273,0,0,2,0.0,0.0,0.025730994152046785
assam,788117,6.805555555555556,0,0,3,0.0,0.0,0.02562277580071174
assam,781349,6.833333333333333,0,0,2,0.0,0.0,0.025531914893617027
assam,781017,6.965625,0,0,8,0.0,0.0,0.025107885445272655
assam,785692,6.984782608695652,0,0,4,0.0,0.0,0.025047644976858154
assam,781023,7.0,0,0,1,0.0,0.0,0.025
assam,781306,7.0,0,0,1,0.0,0.0,0.025
assam,788014,7.0,0,0,2,0.0,0.0,0.025
assam,788160,7.0,0,0,1,0.0,0.0,0.025
assam,788152,7.008333333333333,0,0,4,0.0,0.0,0.024973985431841834
assam,785691,7.25,0,0,2,0.0,0.0,0.024242424242424246
assam,788168,7.5,0,0,1,0.0,0.0,0.023529411764705882
assam,784507,7.554701044053985,0,0,15,0.0,0.0,0.023378958419477635
assam,788155,7.5555555555555545,1,1,3,0.3333333333333333,0.3333333333333333,0.29004329004329005
assam,786101,7.591287878787879,0,0,4,0.0,0.0,0.023279396851990652
assam,786614,7.636363636363637,0,0,3,0.0,0.0,0.023157894736842106
assam,785702,7.663995726495726,0,0,8,0.0,0.0,0.023084037240273757
assam,782482,7.677604038963065,0,0,6,0.0,0.0,0.02304783660351241
assam,788711,7.7,0,0,3,0.0,0.0,0.02298850574712644
assam,788931,7.732558139534884,0,0,2,0.0,0.0,0.022902796271637816
assam,786613,7.753225348110258,0,0,8,0.0,0.0,0.022848720562549912
assam,781101,7.757575757575758,0,0,3,0.0,0.0,0.022837370242214536
assam,786184,7.763792102206737,0,0,4,0.0,0.0,0.022821171208481737
assam,788831,7.846153846153845,0,0,5,0.0,0.0,0.022608695652173917
assam,785632,7.875,0,0,2,0.0,0.0,0.022535211267605635
assam,781021,7.879120879120879,1,1,7,0.14285714285714285,0.14285714285714285,0.13681046676096179
assam,785614,7.934710743801653,5,3,11,0.2727272727272727,0.45454545454545453,0.295111880996628
assam,788165,7.94125484496124,0,0,4,0.0,0.0,0.02236822498272803
assam,786601,7.947368421052632,0,0,2,0.0,0.0,0.02235294117647059
assam,781304,8.0,0,0,1,0.0,0.0,0.022222222222222223
assam,781347,8.1,0,0,2,0.0,0.0,0.02197802197802198
assam,788030,8.116573407180569,0,0,6,0.0,0.0,0.0219380671955619
assam,781121,8.166666666666666,0,0,3,0.0,0.0,0.02181818181818182
assam,781171,8.166666666666666,1,1,6,0.16666666666666666,0.16666666666666666,0.15515151515151515
assam,787058,8.178724053724054,0,0,12,0.0,0.0,0.021789520943148375
assam,781012,8.184389140271493,0,0,5,0.0,0.0,0.02177608079812785
assam,782403,8.190384615384616,0,0,5,0.0,0.0,0.021761874869219502
assam,785670,8.223571428571429,0,0,15,0.0,0.0,0.02168357469217068
assam,781029,8.279402985074627,2,0,6,0.0,0.3333333333333333,0.12155311072508523
assam,781030,8.5,0,0,1,0.0,0.0,0.021052631578947368
assam,781351,8.547619047619047,0,0,2,0.0,0.0,0.020947630922693267
assam,785705,8.59807223804854,0,0,7,0.0,0.0,0.02083751768476621
assam,786007,8.615384615384615,0,0,1,0.0,0.0,0.020800000000000003
assam,783134,8.625,0,0,4,0.0,0.0,0.020779220779220783
assam,784167,8.625,0,0,4,0.0,0.0,0.020779220779220783
assam,785611,8.666386554621848,0,0,5,0.0,0.0,0.020690254716161004
assam,785685,8.687176644493718,0,0,3,0.0,0.0,0.020645850420584814
assam,784164,8.833333333333332,0,0,2,0.0,0.0,0.02033898305084746
assam,788108,8.833333333333334,0,0,2,0.0,0.0,0.020338983050847456
assam,784521,8.916666666666666,0,0,2,0.0,0.0,0.020168067226890758
assam,783350,8.989279907084784,0,0,5,0.0,0.0,0.020021463194574443
assam,782490,9.0,0,0,1,0.0,0.0,0.020000000000000004
assam,788099,9.0625,0,0,4,0.0,0.0,0.01987577639751553
assam,785107,9.206349206349207,0,0,3,0.0,0.0,0.019595645412130637
assam,785621,9.324561403508772,0,0,6,0.0,0.0,0.019371282922684793
assam,784504,9.333333333333334,0,0,1,0.0,0.0,0.01935483870967742
assam,783135,9.416666666666668,0,0,4,0.0,0.0,0.0192
assam,784505,9.444444444444445,0,0,2,0.0,0.0,0.019148936170212766
assam,783376,9.47,0,0,8,0.0,0.0,0.019102196752626553
assam,784173,9.5,0,0,4,0.0,0.0,0.01904761904761905
assam,783361,9.53030303030303,0,0,2,0.0,0.0,0.01899280575539569
assam,785686,9.669090909090908,0,0,5,0.0,0.0,0.01874573960463531
assam,781350,9.708333333333334,0,0,4,0.0,0.0,0.01867704280155642
assam,783124,9.779220779220779,0,0,2,0.0,0.0,0.018554216867469882
assam,781303,9.875,0,0,2,0.0,0.0,0.01839080459770115
assam,784150,10.0,0,0,1,0.0,0.0,0.018181818181818184
assam,786005,10.0,0,0,2,0.0,0.0,0.018181818181818184
assam,782462,10.083333333333334,0,0,2,0.0,0.0,0.01804511278195489
assam,783360,10.13413699082872,5,1,10,0.1,0.5,0.2179627752168616
assam,782448,10.149395794670118,2,0,19,0.0,0.10526315789473684,0.04951713914878716
assam,788101,10.33095238095238,0,0,4,0.0,0.0,0.017650766967850392
assam,781009,10.442857142857141,0,0,7,0.0,0.0,0.017478152309612985
assam,783369,10.46969696969697,0,0,3,0.0,0.0,0.017437252311756937
assam,785112,10.496677740863788,0,0,4,0.0,0.0,0.017396330010114144
assam,782142,10.5,0,0,2,0.0,0.0,0.017391304347826087
assam,786110,10.698335913312693,0,0,4,0.0,0.0,0.01709644871561606
assam,781337,10.804347826086957,0,0,2,0.0,0.0,0.016942909760589316
assam,781032,11.0,0,0,1,0.0,0.0,0.016666666666666666
assam,781329,11.0,0,0,2,0.0,0.0,0.016666666666666666
assam,784153,11.0,0,0,2,0.0,0.0,0.016666666666666666
assam,785015,11.0,0,0,2,0.0,0.0,0.016666666666666666
assam,788121,11.0,0,0,1,0.0,0.0,0.016666666666666666
assam,782450,11.03277885440417,2,2,29,0.06896551724137931,0.06896551724137931,0.07179367829235062
assam,782412,11.14,0,0,5,0.0,0.0,0.016474464579901153
assam,788006,11.25,0,0,1,0.0,0.0,0.016326530612244896
assam,784178,11.375,0,0,4,0.0,0.0,0.016161616161616165
assam,788114,11.377692307692307,0,0,4,0.0,0.0,0.016158100801690386
assam,788712,11.427023203169213,0,0,5,0.0,0.0,0.016093958845187866
assam,788007,11.428571428571429,1,1,3,0.3333333333333333,0.3333333333333333,0.2827586206896552
assam,781382,11.5,0,0,2,0.0,0.0,0.016
assam,788817,11.505723443223443,0,0,4,0.0,0.0,0.01599267734553776
assam,785108,11.595238095238095,0,0,3,0.0,0.0,0.015879017013232518
assam,788001,11.604700854700853,0,0,3,0.0,0.0,0.0158670961179861
assam,786182,11.921732296843803,0,0,7,0.0,0.0,0.015477800917517149
assam,784104,12.0,0,0,1,0.0,0.0,0.015384615384615385
assam,788733,12.0,0,0,1,0.0,0.0,0.015384615384615385
assam,787061,12.074825174825175,0,0,5,0.0,0.0,0.015296571642509494
assam,784146,12.135930735930735,1,0,6,0.0,0.16666666666666666,0.06522541523859741
assam,784111,12.388888888888891,0,0,6,0.0,0.0,0.014937759336099582
assam,781123,12.460347985347985,0,0,6,0.0,0.0,0.014858456870335471
assam,783373,12.474747474747474,0,0,3,0.0,0.0,0.014842578710644677
assam,781340,12.5,0,0,2,0.0,0.0,0.014814814814814815
assam,784177,12.5,0,0,2,0.0,0.0,0.014814814814814815
assam,781354,12.59905175339958,0,0,9,0.0,0.0,0.014706907777595793
assam,781373,13.0,0,0,1,0.0,0.0,0.014285714285714285
assam,783123,13.0,0,0,1,0.0,0.0,0.014285714285714285
assam,784524,13.0,0,0,1,0.0,0.0,0.014285714285714285
assam,788009,13.016651477177794,0,0,6,0.0,0.0,0.014268743167770435
assam,783349,13.020833333333334,0,0,2,0.0,0.0,0.01426448736998514
assam,786010,13.11080328905756,0,0,5,0.0,0.0,0.014173537530290221
assam,784528,13.25,0,0,2,0.0,0.0,0.014035087719298246
assam,788162,13.361111111111112,0,0,3,0.0,0.0,0.013926499032882012
assam,785618,13.5,0,0,2,0.0,0.0,0.013793103448275862
assam,785630,13.574743980612883,1,1,8,0.125,0.125,0.1137223679720232
assam,785675,13.58138512223071,0,0,8,0.0,0.0,0.01371611807269811
assam,785622,13.695454545454545,0,0,4,0.0,0.0,0.01360965047943087
assam,785689,13.703448275862069,0,0,5,0.0,0.0,0.013602251407129458
assam,781025,13.850595238095238,1,1,8,0.125,0.125,0.11346747364623833
assam,788713,13.887500000000001,0,0,3,0.0,0.0,0.01343408900083963
assam,781301,14.0,0,0,2,0.0,0.0,0.013333333333333334
assam,784115,14.654567453115547,1,0,7,0.0,0.14285714285714285,0.05563296694803438
assam,781348,15.0,0,0,1,0.0,0.0,0.0125
assam,781375,15.0,1,1,2,0.5,0.5,0.41250000000000003
assam,788010,15.0,0,0,1,0.0,0.0,0.0125
assam,785626,15.166666666666666,0,0,3,0.0,0.0,0.01237113402061856
assam,787056,15.206457550125315,0,0,16,0.0,0.0,0.01234075981018156
assam,788107,15.433504065040648,0,0,5,0.0,0.0,0.012170258954416445
assam,788151,15.5,0,0,1,0.0,0.0,0.012121212121212123
assam,786001,15.769887955182071,0,0,4,0.0,0.0,0.011926138119378307
assam,787026,15.806597222222223,0,0,4,0.0,0.0,0.011900088837468752
assam,783130,15.901666666666667,0,0,5,0.0,0.0,0.011833152549058278
assam,781040,16.529411764705884,0,0,2,0.0,0.0,0.011409395973154362
assam,788819,16.548846153846153,0,0,5,0.0,0.0,0.011396760689942359
assam,786170,16.552083333333332,0,0,4,0.0,0.0,0.011394658753709201
assam,781001,16.575,0,0,4,0.0,0.0,0.011379800853485065
assam,784179,16.75,0,0,2,0.0,0.0,0.011267605633802818
assam,785673,17.0,0,0,2,0.0,0.0,0.011111111111111112
assam,781312,17.1,0,0,8,0.0,0.0,0.011049723756906077
assam,781368,17.2,0,0,3,0.0,0.0,0.01098901098901099
assam,788005,17.544563279857396,0,0,4,0.0,0.0,0.010784832027682992
assam,781310,18.0,0,0,2,0.0,0.0,0.010526315789473684
assam,781377,18.0,0,0,2,0.0,0.0,0.010526315789473684
assam,788015,18.0,0,0,1,0.0,0.0,0.010526315789473684
assam,782441,18.167951180994656,2,1,9,0.1111111111111111,0.2222222222222222,0.1326563055580721
assam,782120,18.3,0,0,1,0.0,0.0,0.010362694300518135
assam,781103,18.646103896103895,0,0,4,0.0,0.0,0.010180135514790946
assam,785601,18.815162755923627,0,0,6,0.0,0.0,0.010093280709501676
assam,784190,18.898511904761907,0,0,12,0.0,0.0,0.010051002856758251
assam,782402,18.91141333726473,0,0,6,0.0,0.0,0.010044490394144689
assam,788002,19.327443609022556,0,0,5,0.0,0.0,0.009838915499990754
assam,788737,19.766666666666666,0,0,3,0.0,0.0,0.009630818619582666
assam,788120,20.13888888888889,0,0,4,0.0,0.0,0.009461235216819974
assam,788728,20.19642857142857,0,0,4,0.0,0.0,0.009435551811288965
assam,785690,20.2,0,0,3,0.0,0.0,0.009433962264150945
assam,781325,20.292207792207794,0,0,7,0.0,0.0,0.009393107654772796
assam,784525,20.41780462184874,0,0,8,0.0,0.0,0.009338025233266715
assam,788734,20.5,1,1,2,0.5,0.5,0.40930232558139534
assam,784116,20.801031144781145,2,2,9,0.2222222222222222,0.2222222222222222,0.18695165577794184
assam,783126,20.925595238095237,0,0,4,0.0,0.0,0.009121759196416453
assam,783128,21.125,0,0,4,0.0,0.0,0.00903954802259887
assam,783131,21.203703703703706,0,0,6,0.0,0.0,0.009007506255212676
assam,785683,21.25,0,0,8,0.0,0.0,0.008988764044943821
assam,782410,21.42089386607041,4,3,39,0.07692307692307693,0.10256410256410256,0.07815102018930307
assam,783101,22.074597683018737,1,1,10,0.1,0.1,0.08866754006927652
assam,782105,22.191666666666666,0,0,8,0.0,0.0,0.008623787279913763
assam,783121,22.5625,0,0,2,0.0,0.0,0.008488063660477453
assam,781366,22.57851516675046,0,0,9,0.0,0.0,0.008482298337515015
assam,788725,22.65432098765432,0,0,6,0.0,0.0,0.008455114822546973
assam,788118,22.929824561403507,0,0,3,0.0,0.0,0.00835777126099707
assam,781104,23.0,0,0,2,0.0,0.0,0.008333333333333333
assam,784526,23.0,0,0,2,0.0,0.0,0.008333333333333333
assam,782461,23.19813902572523,0,0,6,0.0,0.0,0.008265098394028501
assam,787033,23.5,0,0,2,0.0,0.0,0.008163265306122448
assam,784522,23.650000000000002,0,0,6,0.0,0.0,0.008113590263691683
assam,782470,23.680555555555557,0,0,4,0.0,0.0,0.008103545301069218
assam,784125,23.842484367484367,0,0,4,0.0,0.0,0.00805072459909744
assam,787055,24.4780303030303,2,1,10,0.1,0.2,0.11784990038952158
assam,782104,24.483722943722945,0,0,5,0.0,0.0,0.00784814685207772
assam,783372,24.5,0,0,9,0.0,0.0,0.00784313725490196
assam,788723,24.706666666666667,0,0,5,0.0,0.0,0.007780082987551867
assam,784168,24.775,0,0,10,0.0,0.0,0.0077594568380213395
assam,784028,25.0,0,0,1,0.0,0.0,0.007692307692307693
assam,784174,25.240000000000002,0,0,5,0.0,0.0,0.007621951219512195
assam,788104,25.56142376142376,0,0,5,0.0,0.0,0.007529716847877265
assam,783381,25.692307692307693,0,0,4,0.0,0.0,0.007492795389048991
assam,782101,25.75,0,0,2,0.0,0.0,0.007476635514018691
assam,782486,25.833734051403223,0,0,21,0.0,0.0,0.007453304844449756
assam,781334,25.895833333333332,0,0,2,0.0,0.0,0.007436096049573975
assam,783125,26.055555555555554,0,0,3,0.0,0.0,0.007392197125256674
assam,787053,26.145833333333332,0,0,12,0.0,0.0,0.007367613200306985
assam,783330,26.24429487179487,0,0,8,0.0,0.0,0.00734098646858552
assam,786003,26.277951933124346,0,0,3,0.0,0.0,0.007331928749281748
assam,785006,26.416666666666668,0,0,3,0.0,0.0,0.00729483282674772
assam,786125,26.46173076923077,0,0,5,0.0,0.0,0.0072828621648307786
assam,782485,26.77477532949231,0,0,13,0.0,0.0,0.007200778318722615
assam,784160,26.871209408803395,0,0,7,0.0,0.0,0.007175863704602214
assam,783333,26.967948717948715,0,0,2,0.0,0.0,0.007151042860417145
assam,788115,27.0,0,0,1,0.0,0.0,0.007142857142857143
assam,788735,27.0,0,0,2,0.0,0.0,0.007142857142857143
assam,781307,27.291666666666668,0,0,2,0.0,0.0,0.007069219440353461
assam,788013,27.75,0,0,1,0.0,0.0,0.006956521739130435
assam,783345,27.833333333333332,0,0,2,0.0,0.0,0.006936416184971099
assam,788719,28.5,0,0,2,0.0,0.0,0.006779661016949153
assam,787032,28.96272981920041,1,0,9,0.0,0.1111111111111111,0.04000829256457928
assam,783390,29.25486111111111,0,0,8,0.0,0.0,0.006610507953267382
assam,788722,29.440625,0,0,8,0.0,0.0,0.006570167333949287
assam,784114,29.88071967714825,0,0,14,0.0,0.0,0.006476532998290197
assam,781026,29.94666666666667,1,0,5,0.0,0.2,0.06646273158121499
assam,788127,30.0,0,0,1,0.0,0.0,0.0064516129032258064
assam,788720,30.166975881261596,0,0,7,0.0,0.0,0.006417048633847253
assam,787059,30.483523391812867,0,0,4,0.0,0.0,0.006352529147103308
assam,788815,31.237142857142857,0,0,5,0.0,0.0,0.0062040237525480815
assam,782481,32.166666666666664,0,0,12,0.0,0.0,0.006030150753768845
assam,781127,32.21527777777778,0,0,4,0.0,0.0,0.006021325527911353
assam,784176,32.51136363636364,0,0,4,0.0,0.0,0.0059681247880637505
assam,784161,32.550549450549454,0,0,5,0.0,0.0,0.005961154236677475
assam,788116,32.77164502164502,0,0,4,0.0,0.0,0.00592212786412434
assam,781126,32.82996894409938,0,0,4,0.0,0.0,0.005911917930828725
assam,782401,33.0,0,0,3,0.0,0.0,0.0058823529411764705
assam,785631,33.166666666666664,0,0,3,0.0,0.0,0.005853658536585367
